<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160309,000000,148.0000000,148.7500000,146.6000000,147.5000000,269500
20160310,000000,147.4000000,147.6000000,146.0000000,146.0000000,211920
20160311,000000,146.4000000,146.6500000,145.0500000,145.0500000,306610
20160314,000000,145.5500000,145.9000000,145.0000000,145.5500000,193680
20160315,000000,145.2000000,146.0000000,145.0000000,145.4500000,168420
20160316,000000,145.4000000,146.2000000,144.8500000,146.0000000,456180
20160317,000000,146.2000000,147.4000000,145.1000000,145.5000000,484140
20160318,000000,145.9000000,147.8500000,145.5000000,145.5000000,1188280
20160321,000000,145.7000000,146.2000000,145.1000000,145.8000000,237010
20160322,000000,146.2500000,147.9500000,145.8000000,147.5000000,309100
20160323,000000,147.1000000,148.7000000,146.3000000,148.6000000,504090
20160324,000000,147.6000000,148.9500000,146.5000000,148.6500000,252150
20160325,000000,148.6500000,149.0000000,147.6500000,147.8500000,58820
20160328,000000,148.0500000,149.0000000,147.0000000,147.8000000,198240
20160329,000000,148.0500000,148.4000000,146.8000000,148.0000000,172260
20160330,000000,148.2000000,151.7000000,147.8000000,150.5000000,401890
20160331,000000,150.6500000,152.5000000,148.3000000,149.7500000,568350
20160401,000000,149.3500000,151.0000000,148.2000000,149.2500000,234520
20160404,000000,149.5500000,150.9000000,148.8000000,149.6000000,210330
20160405,000000,149.9500000,151.5000000,149.0000000,150.4500000,512640
20160406,000000,150.9500000,151.4000000,149.8000000,149.8500000,362450
20160407,000000,149.7500000,150.8000000,148.9000000,149.0000000,187000
20160408,000000,148.8000000,149.9500000,148.2000000,149.1500000,287690
20160411,000000,150.2500000,151.1500000,149.0500000,150.1000000,307580
20160412,000000,150.7000000,151.5000000,149.5500000,151.5000000,334490
20160413,000000,150.0500000,153.6500000,150.0500000,152.0000000,278440
20160414,000000,152.0500000,153.5500000,151.7500000,152.1500000,531270
20160415,000000,151.8000000,152.8000000,148.9000000,150.3000000,244000
20160418,000000,149.0000000,149.5000000,147.3500000,148.8500000,179940
20160419,000000,149.0000000,154.6000000,148.1500000,152.9000000,848930
20160420,000000,152.5000000,155.4500000,151.8000000,154.8500000,554030
20160421,000000,155.5500000,155.8000000,153.0000000,153.0500000,551630
20160422,000000,154.5000000,154.5000000,153.2000000,153.3000000,176230
20160425,000000,153.4000000,154.8500000,153.4000000,153.9500000,253750
20160426,000000,154.0000000,154.6000000,152.3500000,154.1500000,186510
20160427,000000,154.6500000,155.2500000,152.0000000,152.9000000,338840
20160428,000000,152.9500000,153.8500000,152.4000000,153.2000000,77550
20160429,000000,153.5500000,154.3000000,152.2000000,152.4000000,147880
20160504,000000,153.3000000,156.1000000,152.2000000,152.9000000,419410
20160505,000000,152.7500000,155.3500000,152.7500000,153.1000000,166020
20160506,000000,154.4500000,154.4500000,152.5000000,153.9500000,61980
20160510,000000,153.0000000,155.7000000,152.0500000,154.4000000,277440
20160511,000000,155.2000000,156.1500000,154.3500000,155.6000000,351490
20160512,000000,155.4000000,156.0000000,153.8000000,153.8000000,131430
20160513,000000,153.7000000,154.5500000,152.7500000,153.8500000,50540
20160516,000000,154.6500000,155.2500000,153.2000000,154.6000000,95060
20160517,000000,154.6000000,160.0000000,154.6000000,156.8000000,262170
20160518,000000,156.7000000,157.1000000,155.0500000,155.5000000,175150
20160519,000000,155.4000000,157.3500000,154.6000000,155.9000000,323410
20160520,000000,157.0000000,157.4000000,154.3000000,156.4000000,258920
20160523,000000,156.0000000,156.3000000,154.5000000,155.0000000,156810
20160524,000000,154.8000000,155.5500000,154.2000000,155.0000000,67340
20160525,000000,154.8000000,156.6000000,154.5500000,155.6500000,176010
20160526,000000,156.0000000,157.5000000,155.7500000,156.6000000,125070
20160527,000000,156.9000000,157.4000000,155.8500000,156.1500000,277400
20160530,000000,156.5000000,156.5000000,155.6000000,156.0500000,14680
20160531,000000,156.4500000,158.5000000,155.2500000,157.1000000,423360
20160601,000000,156.3500000,157.8000000,156.3500000,156.4000000,201160
20160602,000000,156.4500000,160.0000000,155.7000000,157.2000000,334790
20160603,000000,157.1000000,159.9000000,157.1000000,159.0000000,484410
20160606,000000,159.1000000,163.2000000,158.7500000,158.8500000,85190
20160607,000000,160.9000000,162.3000000,158.5500000,162.0000000,348920
20160608,000000,161.9500000,162.4000000,160.4500000,161.2500000,102730
20160609,000000,161.5500000,162.3000000,158.2500000,158.7500000,188950
20160610,000000,158.7500000,158.7500000,157.0000000,157.6000000,91010
20160614,000000,157.5000000,157.5000000,150.0000000,154.8500000,272080
20160615,000000,154.5000000,156.4500000,153.2500000,156.1500000,115070
20160616,000000,156.0000000,158.4500000,154.2500000,155.3500000,83060
20160617,000000,155.4500000,158.3000000,152.2000000,152.2000000,268160
20160620,000000,156.7000000,159.7500000,156.0500000,157.9500000,115010
20160621,000000,158.5000000,159.6500000,157.1500000,158.6500000,470740
20160622,000000,158.6500000,160.1500000,158.6500000,159.1000000,155650
20160623,000000,158.0000000,163.0000000,157.9000000,161.8000000,446950
20160624,000000,155.1000000,160.9000000,155.1000000,159.9500000,438760
20160627,000000,160.0000000,160.4500000,157.3000000,158.2500000,57320
20160628,000000,157.5500000,158.2000000,156.6500000,157.0000000,47560
20160629,000000,157.5000000,161.8500000,157.2000000,160.6000000,118320
20160630,000000,160.0000000,162.0000000,159.2500000,161.3500000,81240
20160701,000000,161.1000000,163.7000000,161.0000000,163.2000000,70970
20160704,000000,163.9500000,164.0000000,161.1000000,162.1500000,94940
20160705,000000,163.3500000,165.5000000,162.3000000,163.9500000,253060
20160706,000000,163.8500000,163.8500000,161.1500000,162.3000000,89920
20160707,000000,162.7000000,164.2000000,161.9000000,163.1000000,405210
20160708,000000,163.3500000,163.6500000,161.9500000,162.6500000,184470
20160711,000000,162.9500000,164.6000000,161.6000000,162.3500000,120520
20160712,000000,162.0000000,165.5000000,161.9000000,163.6500000,87630
20160713,000000,164.4000000,165.8000000,162.5500000,162.8000000,208210
20160714,000000,163.2500000,164.9500000,162.0000000,164.3000000,148070
20160715,000000,164.3500000,164.3500000,162.2500000,163.5500000,179290
